Row : 1, Col : 1, Slice : 1
PPMScale,Data,Fit,Baseline,Ala,Asp,Cr,-CrCH2,GABA,Glc,Gln,Glu,GPC,Gua,Ins,Lac,Lip09,Lip13a,Lip13b,Lip20,MM09,MM12,MM14,MM17,MM20,NAA,NAAG,PCh,PCr,Scyllo,Tau
23.8976,9230.79,8090.5,7808.76,156.039,413.514,1.42615,-0.493215,558.714,899.06,1363.76,1096.03,1315.8,0.18482,800.571,0,-4.9809e-12,0,0,0,0,-1.63283e-11,0,0.0155706,315.013,1115.05,3.62582,49.9858,2.1317,0.0641596,0
23.8928,114703,8090.48,7313.07,156.039,413.514,1.42607,-0.493203,558.714,899.06,1363.76,1096.03,1315.79,0.184813,800.569,0,-2.98783e-12,0,0,0,0,-1.62004e-11,0,0.0155679,315.013,1115.05,3.62531,49.9848,2.13158,0.0641558,0
23.8881,58540.1,8090.46,6907.45,156.039,413.514,1.42598,-0.493192,558.714,899.059,1363.76,1096.03,1315.78,0.184807,800.566,0,-2.38742e-12,0,0,0,0,-1.69962e-11,0,0.0155653,315.013,1115.04,3.62479,49.9838,2.13146,0.064152,0
23.8833,-28639.8,8090.44,6637.76,156.039,413.514,1.4259,-0.49318,558.714,899.059,1363.76,1096.03,1315.77,0.184801,800.564,0,-1.31095e-12,0,0,0,0,-1.6243e-11,0,0.0155626,315.013,1115.03,3.62428,49.9827,2.13134,0.0641482,0
23.8785,111520,8090.42,6328.82,156.039,413.514,1.42582,-0.493169,558.714,899.059,1363.76,1096.04,1315.76,0.184795,800.562,0,1.25411e-12,0,0,0,0,-1.63709e-11,0,0.01556,315.012,1115.02,3.62376,49.9817,2.13122,0.0641444,0
23.8737,-35042.8,8090.4,5962.28,156.039,413.514,1.42573,-0.493158,558.714,899.058,1363.76,1096.04,1315.76,0.184789,800.56,0,3.39817e-12,0,0,0,0,-1.51772e-11,0,0.0155573,315.012,1115.01,3.62325,49.9807,2.1311,0.0641407,0
23.869,155094,8090.38,5611.66,156.039,413.514,1.42565,-0.493148,558.714,899.058,1363.76,1096.04,1315.75,0.184783,800.557,0,3.88489e-12,0,0,0,0,-1.58025e-11,0,0.0155547,315.012,1115.01,3.62274,49.9797,2.13098,0.0641369,0
23.8642,91745.4,8090.36,5226,156.039,413.514,1.42557,-0.493137,558.714,899.058,1363.76,1096.04,1315.74,0.184777,800.555,0,5.22959e-12,0,0,0,0,-1.56604e-11,0,0.0155521,315.012,1115,3.62223,49.9786,2.13087,0.0641332,0
23.8594,9672.75,8090.34,4790.05,156.039,413.514,1.42549,-0.493126,558.714,899.057,1363.76,1096.04,1315.73,0.184771,800.553,0,9.40759e-12,0,0,0,0,-1.44951e-11,0,0.0155494,315.012,1114.99,3.62173,49.9776,2.13075,0.0641295,0
23.8546,-70908.2,8090.32,4412.41,156.039,413.514,1.42541,-0.493116,558.714,899.057,1363.76,1096.04,1315.72,0.184765,800.55,0,1.04308e-11,0,0,0,0,-1.32161e-11,0,0.0155468,315.012,1114.98,3.62122,49.9766,2.13063,0.0641259,0
23.8498,-7752.85,8090.3,3946.55,156.039,413.514,1.42533,-0.493106,558.714,899.057,1363.76,1096.04,1315.72,0.184759,800.548,0,1.13118e-11,0,0,0,0,-1.29887e-11,0,0.0155442,315.012,1114.98,3.62071,49.9756,2.13052,0.0641222,0
23.8451,223096,8090.28,3447.91,156.039,413.514,1.42525,-0.493096,558.714,899.056,1363.76,1096.04,1315.71,0.184753,800.546,0,1.35287e-11,0,0,0,0,-1.21076e-11,0,0.0155416,315.012,1114.97,3.62021,49.9745,2.1304,0.0641186,0
23.8403,33668.5,8090.26,3038.08,156.039,413.514,1.42517,-0.493086,558.714,899.056,1363.76,1096.04,1315.7,0.184748,800.543,0,1.43814e-11,0,0,0,0,-1.16813e-11,0,0.015539,315.012,1114.96,3.6197,49.9735,2.13029,0.064115,0
23.8355,83122.6,8090.24,2617.67,156.039,413.514,1.42509,-0.493076,558.714,899.056,1363.76,1096.04,1315.69,0.184742,800.541,0,1.60583e-11,0,0,0,0,-1.05445e-11,0,0.0155364,315.012,1114.95,3.6192,49.9725,2.13017,0.0641114,0
23.8307,-134519,8090.22,2185.71,156.039,413.514,1.42502,-0.493066,558.715,899.055,1363.76,1096.04,1315.68,0.184736,800.539,0,1.80194e-11,0,0,0,0,-9.32232e-12,0,0.0155338,315.012,1114.94,3.6187,49.9715,2.13006,0.0641078,0
23.8259,-19054.4,8090.2,1681.11,156.039,413.514,1.42494,-0.493057,558.715,899.055,1363.76,1096.04,1315.67,0.184731,800.536,0,1.76783e-11,0,0,0,0,-7.92966e-12,0,0.0155312,315.012,1114.94,3.6182,49.9704,2.12995,0.0641042,0
23.8212,-23933.4,8090.18,1253.78,156.039,413.514,1.42486,-0.493048,558.715,899.055,1363.76,1096.04,1315.67,0.184725,800.534,0,1.77067e-11,0,0,0,0,-8.12861e-12,0,0.0155286,315.012,1114.93,3.6177,49.9694,2.12983,0.0641007,0
23.8164,-155390,8090.16,910.18,156.039,413.514,1.42478,-0.493038,558.715,899.054,1363.76,1096.04,1315.66,0.18472,800.532,0,1.94973e-11,0,0,0,0,-6.87805e-12,0,0.015526,315.011,1114.92,3.61721,49.9684,2.12972,0.0640972,0
23.8116,34854.6,8090.14,537.493,156.039,413.514,1.42471,-0.493029,558.715,899.054,1363.76,1096.04,1315.65,0.184715,800.529,0,1.8531e-11,0,0,0,0,-6.08225e-12,0,0.0155235,315.011,1114.91,3.61671,49.9674,2.12961,0.0640937,0
23.8068,-67007.8,8090.12,230.317,156.039,413.514,1.42463,-0.49302,558.715,899.054,1363.76,1096.04,1315.64,0.184709,800.527,0,1.87299e-11,0,0,0,0,-4.74643e-12,0,0.0155209,315.011,1114.9,3.61621,49.9663,2.1295,0.0640902,0
23.802,16286.5,8090.1,19.6919,156.039,413.514,1.42456,-0.493012,558.715,899.053,1363.76,1096.04,1315.63,0.184704,800.525,0,1.82752e-11,0,0,0,0,-1.73372e-12,0,0.0155183,315.011,1114.9,3.61572,49.9653,2.12939,0.0640867,0
23.7973,104637,8090.08,-302.863,156.039,413.514,1.42448,-0.493003,558.715,899.053,1363.76,1096.04,1315.63,0.184699,800.522,0,1.81331e-11,0,0,0,0,-1.9611e-12,0,0.0155158,315.011,1114.89,3.61523,49.9643,2.12928,0.0640833,0
