Row : 1, Col : 1, Slice : 1
PPMScale,Data,Fit,Baseline,Ala,Asp,Cr,-CrCH2,GABA,Glc,Gln,Glu,GPC,Gua,Ins,Lac,Lip09,Lip13a,Lip13b,Lip20,MM09,MM12,MM14,MM17,MM20,NAA,NAAG,PCh,PCr,Scyllo,Tau
23.8774,-111421,24446.3,-75075.9,0,1373.19,9.37654,-0.1167,277.5,2901.28,374.507,9851.64,2184.44,1.6624,3243.09,261.509,1.46012,1.33014e-11,0,0,0.140557,-4.68958e-12,4.41128,4.41661,2264.46,1690.15,1.63667,0,1.2671,0.269283,0
23.8726,-109108,24445.7,-74450.9,0,1373.13,9.37601,-0.116698,277.476,2901.25,374.499,9851.41,2184.41,1.66235,3243.02,261.508,1.45981,4.77485e-12,0,0,0.140527,-5.94014e-12,4.41051,4.41588,2264.46,1690.01,1.63644,0,1.26703,0.269267,0
23.8678,-86226.6,24445.1,-73783,0,1373.07,9.37549,-0.116695,277.451,2901.22,374.491,9851.18,2184.37,1.66229,3242.96,261.507,1.45949,-8.6402e-12,0,0,0.140497,-1.21645e-11,4.40975,4.41516,2264.46,1689.88,1.63621,0,1.26696,0.269252,0
23.863,-56152.6,24444.5,-73285.8,0,1373,9.37496,-0.116692,277.427,2901.19,374.482,9850.95,2184.34,1.66224,3242.9,261.505,1.45918,-1.13687e-11,0,0,0.140468,-1.33866e-11,4.40899,4.41444,2264.46,1689.74,1.63598,0,1.26689,0.269236,0
23.8582,-155269,24443.9,-72762.9,0,1372.94,9.37444,-0.11669,277.402,2901.16,374.474,9850.72,2184.3,1.66218,3242.83,261.504,1.45886,-1.6712e-11,0,0,0.140438,-1.61435e-11,4.40823,4.41372,2264.46,1689.61,1.63575,0,1.26682,0.26922,0
23.8535,119229,24443.3,-72384.4,0,1372.87,9.37392,-0.116687,277.378,2901.13,374.466,9850.49,2184.26,1.66213,3242.77,261.503,1.45855,-2.89901e-11,0,0,0.140408,-2.18279e-11,4.40747,4.413,2264.46,1689.47,1.63552,0,1.26675,0.269205,0
23.8487,-80271.2,24442.7,-71948.3,0,1372.81,9.3734,-0.116685,277.354,2901.1,374.457,9850.26,2184.23,1.66207,3242.71,261.501,1.45824,-2.88765e-11,0,0,0.140378,-2.12594e-11,4.40671,4.41228,2264.46,1689.34,1.6353,0,1.26668,0.269189,0
23.8439,-352319,24442.1,-71605.2,0,1372.75,9.37289,-0.116682,277.329,2901.07,374.449,9850.03,2184.19,1.66202,3242.64,261.5,1.45793,-4.92264e-11,0,0,0.140349,-2.47269e-11,4.40596,4.41156,2264.46,1689.2,1.63507,0,1.26661,0.269174,0
23.8391,-71974.7,24441.5,-71272,0,1372.68,9.37238,-0.11668,277.305,2901.04,374.441,9849.8,2184.16,1.66197,3242.58,261.499,1.45761,-4.17231e-11,0,0,0.140319,-2.83649e-11,4.4052,4.41084,2264.46,1689.07,1.63485,0,1.26655,0.269158,0
23.8344,-36452.1,24440.9,-71032.6,0,1372.62,9.37187,-0.116678,277.281,2901.01,374.433,9849.57,2184.12,1.66192,3242.52,261.497,1.4573,-6.69615e-11,0,0,0.140289,-3.13776e-11,4.40445,4.41013,2264.46,1688.93,1.63462,0,1.26648,0.269143,0
